what,kind,bundleId,bundleVersion,description,time
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1368167489213
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167489225
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167538172
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1368167538193
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167538249
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167540417
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368167540540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167542421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167542608
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1368167555561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167573271
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167598333
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167598445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167606608
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1368167606623
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167613804
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167618758
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167618818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167625601
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1368167625611
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167626045
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167629074
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167634307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167637942
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167638083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167640158
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1368167640176
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368167641825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167646616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167652127
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1368167652177
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1368167660832
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1368167662623
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167663562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167685229
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368167685998
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1368167690281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167692937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167699068
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1368167699103
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1368167718024
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368167767557
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1368167811323
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1368167817146
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1368167819297
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368167825567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167832615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167832693
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1368167832810
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1368167870559
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1368167872366
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1368167875262
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167920013
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167969532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167973886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167974038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167975170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167976546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167977963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167989773
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167989939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167991102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167991145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167991602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368167992856
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368168008450
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368168008489
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368168009585
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368168011351
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1368168018629
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1368168022627
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1368168030689
